"Carlos Rosenkrantz","A fines de los años 80 en un viaje entre NYU y New Haven que hacíamos en auto por la I-95 nos sorprendió una tormenta de nieve que demoró nuestra llegada a destino. Nino, argumentador incansable, aprovechó la ocasión para convencerme por todos los medios de la plausibilidad de una de sus ideas más caras; la unidad del discurso práctico (esto es, que las razones morales dominan a todas las otras fuentes de normatividad, entre ellas, a las razones jurídicas). Cuando llegamos a Yale, donde Nino enseñaba, totalmente agotado por la profusión de argumentos que Nino ensayaba le dije que necesitaba ir al baño y que, por consiguiente, lo declaraba ganador de la discusión por abandono. Me acompañó al baño donde me dijo risueñamente que quería derrotarme pero no por abandono."
"Américo Yuarman","No conocí en persona a Carlos Nino. Como muchos otros, debo a Roberto Gargarella el inestimable consejo de sumergirme en su obra para mi investigación sobre ambiente y democracia deliberativa. Me deslumbraron su claridad, su estilo argumentativo y su autonomía intelectual. Su concepción de la democracia deliberativa, indisociable de su constructivismo epistemológico, cambió mi pensamiento, especialmente respecto de la democracia deseable. Para Nino, la democracia deliberativa solo podría desplegarse plenamente en unidades políticas pequeñas, «donde todos los afectados podrían realmente encontrarse y discutir» asuntos controversiales como «los códigos penales, los impuestos, los servicios sociales, la educación y la protección policial». Esa transferencia «hacia abajo» debía complementarse con la inversa en cuestiones globales, como «comercio, derechos humanos básicos, la lucha contra el terrorismo y el crimen organizado» (a las que hoy añadiríamos el cambio climático). En ambos niveles, advertía, «la solución imparcial de estos asuntos» requiere «empatía con los intereses de los otros», que «se materializa en gran medida en comunidades pequeñas». Pero esa descentralización «no es suficiente»: había que explorar mecanismos de decisión colectivos «tanto en unidades muy pequeñas como también en las de grandes magnitudes», para lo cual la tecnología comenzaba a ofrecer herramientas. Nino entendía además —radicalmente— que la democratización debía extenderse a la dimensión socioeconómica: «Los usuarios y los empleados de servicios públicos […] deberían compartir su administración y control». Su preocupación era cómo llevar la democracia al lugar de trabajo, bajo un ideal sencillo y exigente: «Todos deben tener la oportunidad de decir lo que piensan y poseer algún control en las decisiones vinculadas a su trabajo». Para mí fue una epifanía encontrar en Nino ideas que también expresaba un filósofo olvidado que anduvo por nuestras tierras en la segunda mitad del siglo XIX y que considero un antecedente inadvertido de su pensamiento: Alejo Peyret. Creo que Nino sigue siendo un faro singular —sin duda, uno de los más relevantes— para pensar filosóficamente la democracia contemporánea. (Todas las citas son de La constitución de la democracia deliberativa, Barcelona: Gedisa, 1997)."
"Ricardo Gil Lavedra","Lo conocí a Carlos a mediados de 1982, guardaba cama porque padecía una hepatitis “B”, eran tiempos de efervescencia porque comenzaba la apertura democrática y con muchos amigos discutíamos los problemas a los que debía hacer frente el próximo gobierno.  Uno de estos amigos era Jaime Malamud Goti, compañero mío de la facultad en la cátedra de Derecho Penal a cargo de Enrique Ramos Mejía. Jaime me llamó por teléfono y me dijo que tenía que conocer a Carlos Nino, llegado recientemente de Oxford. Vinieron a casa e hicimos la reunión en el dormitorio, yo desde la cama. Me impresionó su entusiasmo y el convencimiento de que Argentina podía transitar el sendero de una democracia liberal. A partir de ese momento se sucedieron muchas reuniones y comenzó una forjarse una grata amistad. Nino era un hombre fuera de lo común. Un jurista notable que había encontrado una vía para transformar la realidad, lo obsesionaba la idea de poder ayudar a construir una democracia deliberativa, que las preferencias ciudadanas pudieran cambiarse a través del intercambio honesto de razones objetivas. Muy imaginativo, polemista incansable, siempre encontraba nuevos argumentos que apoyaran sus puntos de vista.  En los primeros años de Alfonsín, Nino actuaba como un verdadero asesor político, nos visitaba cada tanto en la Cámara para saber como iba el juicio para poder transmitirle sus impresiones al presidente. Con la sanción de las leyes de punto final y obediencia debida, en las que participó activamente, entendió que ese ciclo  estaba cumplido y se abocó a  una nueva tarea: el Consejo para la Consolidación de la Democracia, órgano encargado de dictaminar acerca de la conveniencia de una reforma constitucional. La tarea que hizo en el Consejo fue extraordinaria, los dos dictámenes que emitió esbozan una estructura institucional del país. Como Alfonsín estaba convencido que la raíz de nuestros males estaban en el hiperpresidencialismo, en la concentración de facultades en el presidente que desequilibraba el sistema. Participamos juntos en las discusiones con los representantes del justicialismo ( entonces Héctor Masnata y Alberto García Lema) sobre una posible reforma constitucional que lamentablemente se frustró en octubre de 1988, aunque muchos de esos acuerdos renacieron en ocasión del Pacto de Olivos y la reforma de 1994. El destino nos arrebató a Carlos cuando era muy joven y mucho podía darnos en el futuro. El recuerdo de Nino es imborrable, no sólo por sus ideas acerca de la democracia, el valor del consenso y los derechos humanos, sino porque su legado ha sido expandido por un grupo de discípulos de valor excepcional. Sin dudas, se trata de un hombre que abrió caminos."
"Xisca Pou","Nino estaba en la UPF cuando yo era estudiante de derecho, todavía despistada y sin mucho contexto, pero no lo conocí en persona. Sus ideas y sus métodos, en cualquier caso, estaban en las clases de Malem con las que inicié la carrera, en 1991, y después en los papers, cursos y seminarios de decenas de otrxs profesores, colegas y amigxs que tuve la suerte de encontrar—en Barcelona, en New Haven, en México o en Argentina—. Nino fue al principio esa nueva manera de aprender derecho de la que mi generación pudo beneficiarse y luego fue esa nueva manera de pensar la democracia, la teoría constitucional, la escritura académica o la conversación crítica que está en el centro de las mejores continuidades de nuestras vidas.   "
"Alejandro Carrió ","Conocí a Carlos Nino por trato directo, por haber leído varias de sus obras y por anécdotas que me refirió mi padre, Genaro Carrió. Sobre esto último, me consta el gran afecto y respeto que se profesaron. Nino era capaz de combinar un agudo análisis de la realidad de los argentinos, con notas de su alejamiento de cómo atender necesidades básicas de su vida diaria. Así fue como podía describir la “anomia” que nos domina, donde el desapego a las normas da justificación al título elegido para su gran libro “Un país al margen de la ley”, con la siguiente anécdota. Mientras Nino estaba enfrascado en distintos proyectos de leyes que se debatían en el Consejo para la Consolidación de la Democracia, era frecuente que olvidara cobrar el sueldo que se le había asignado por esas tareas. Esto lo sé por mi padre, quien alguna vez recibió un llamado de la mujer de Nino, Susana, donde ella le pedía que le hiciera acordar a su marido que llevara algo de plata para la casa, pues se empezaban a acumular las deudas. Valga esta  simple historia como muestra de un ser humano excepcional."
"Horacio Spector","Conocí a Carlos Nino en Sadaf en 1978, en la antigua sede de Leandro N. Alem, en un seminario que él coordinaba junto a Eugenio Bulygin, Genaro Carrió, Eduardo Rabossi y otras personalidades de la filosofía y el derecho. Al año siguiente me designó ayudante en su curso de Filosofía del Derecho en la UBA (cátedra de Bulygin) y tuve el privilegio de conocerlo muy bien, tanto personal como intelectualmente. Recuerdo con afecto que al salir de la Facultad tomábamos el colectivo 124, él en dirección a su oficina (el ex consultorio de su padre) y yo volviendo a mi casa en Flores. Carlos era un gran conversador y el tiempo volaba. A veces me bajaba en la parada de su oficina para seguir conversando. Era muy generoso con su tiempo e indudablemente tuvo un impacto perdurable en mi formación académica. En 1980 Carlos me recomendó que me anotara en un curso intensivo de filosofía del derecho que él estaba organizando y que iban a dictar Joseph Raz y otros profesores locales. [Adjunto](/files/sadaf.pdf) el programa porque da una idea del estado de la discusión iusfilosófica en Buenos Aires en 1980. Los debates en Sadaf eran de una riqueza infinita. Solo a veces me autocritico por no haber advertido la real dimensión de lo que estaba viviendo. Más tarde, Carlos fue también mi profesor de filosofía política en la maestría de Sadaf y padrino de mi tesis sobre metaética. Aprendí mucho de él. Entre otras cosas, me enseñó a buscar la verdad con humildad. Mi deuda con Carlos Nino es enorme."
"Celesta Braga Beatove","A veces me pregunto ¿qué lleva dentro, qué sustancia habita a un ser capaz de una entrega semejante? Otras veces me intriga saber, ¿qué vio en su comunidad política que le hizo pensar (sentir?) que su empresa valía la pena? En cualquier caso, le agradezco el amor por la filosofía analítica, por la teoría política y constitucional; le agradezco su constructivismo ético como una forma de ser con otros; y, muy especialmente, le agradezco el haberse animado a construir puentes con la sociología (quizás el mejor diagnostico de los problemas argentinos en Un país al Margen de la Ley) y con la política (en Derecho, Moral y Política). Echo en falta su mirada sobre las cuestiones económicas, aunque dejó pistas. Le agradezco no solo sus ideas, también su obra viva, sus discípulos y discípulas, que son mis maestros y maestras. No se qué sustancia llevará dentro alguien como Carlos Nino -aunque lo intuyo-, pero sí se de quienes lo rodeaban, por lo que era fácil creer que valía la pena. Gracias!"
"Sofia Chiambretto","Carlos Santiago Nino, quien ideó uno de los hitos jurídicos más importantes que tuvo lugar en la nación y que aún se siguen estudiando y observando desde distintas partes del mundo: el juicio a las juntas. Figura indispensable para quienes estudiamos derecho nos enseña que el razonamiento riguroso de las cuestiones jurídicas es un medio para que tengan lugar acontecimientos concretos de justicia, equidad y robustecimiento de la democracia. Un jurista indispensable cuya obra y legado continúa vigente y es motivo de orgullo para la casa de estudios en la que se formó y se brindó tan generosamente.  "
"Andrés Rosler","Tuve la enorme suerte de conocer a Carlos Nino en el viejo FLACSO de la calle Federico Lacroze a comienzos de la década de 1990, en el único seminario que impartió en la Maestría en Ciencia Política dirigida por Carlos Strasser: “Legitimidad y eficacia en las ciencias sociales”. Una vez me acerqué y le conté que yo era ayudante alumno de Eduardo Russo, profesor adjunto de filosofía del derecho de la Facultad de Derecho de la UBA. Entonces Nino se sonrió y me dijo con mucha razón: “Entonces Usted es ayudante en mi cátedra”. En ese seminario Nino explicaba las ideas que luego figurarían en la primera parte de sus Fundamentos de Derecho Constitucional. Al propio Strasser le gustaba asistir de vez en cuando al seminario, sentándose siempre al fondo del aula. Recuerdo que cuando Nino no podía venir lo reemplazaba un joven discípulo: Gabriel Bouzat. Poco después, también tuve la fortuna de ser parte del último equipo de investigación del Centro de Estudios Institucionales que dirigió Nino, luego de su mudanza a la calle Pueyrredón, en el edificio que inspirara el célebre soneto de Baldomero Fernández Moreno: “Setenta balcones y ninguna flor”. Allí pude ver a Nino trabajar incansablemente todas las tardes, mientras escribía con su procesador de textos en una computadora con disquetes (que en aquel entonces era una gran innovación), siempre al son de la programación de Radio Nacional Clásica. Fue la recomendación de Nino ante el British Council y la Fundación Antorchas lo que explica por qué, a pesar de mi promedio de notas bastante discreto, pude ganar la beca para estudiar en Gran Bretaña. Las recomendaciones de Nino—a veces bastante escuetas como en mi caso—fueron el ábrete sésamo para una generación de estudiantes de abogacía que querían estudiar en el exterior."
"Eduardo Rivera López","Al terminar mi carrera en filosofía, quise dedicarme a la filosofía política. Le pregunté a Eduardo Rabossi con quién hacerlo y me dijo: Nino. Fui su becario durante dos agitados años: 89 y 90. En el 89, antes de que terminara prematuramente el gobierno de Alfonsín, le entregaba, a través de su secretaria, mis modestos borradores sobre Rawls y el principio de diferencia. Luego de un tiempo, el día de la entrevista programada, lo visitaba en los imponentes salones del Consejo para Consolidación de la Democracia. Allí lo esperaba largamente. Las puertas se abrían y se cerraban. Nino pasaba sin pausa de una reunión a otra. De pronto, una de esas puertas se abría y Nino me hacía pasar. Tenía en sus manos mi pobre manuscrito, como estrujado y maltrecho. Inmediatamente me empezaba hablar y cuestionar lo que yo había escrito, como si lo hubiera estudiado durante horas. Yo contestaba y discutía como podía, pero todo el tiempo me preguntaba: ¿cuándo leyó mi paper? ¿Cómo hizo para entender todo en los cinco minutos que pasaron desde la última reunión? Nunca tuve una respuesta y creo que muchos no la tuvieron y, como yo, estuvieron siempre deslumbrados por su inteligencia, su bondad y su entrega al pensamiento y a la acción."
"Damián Azrak","Estaba terminando la facultad. El camino era arduo porque nada me enamoraba. Quería ser abogado de derechos humanos, pero no sabía cómo. Ante última materia: género y derecho constitucional con Paola Bergallo. Leí a Nino. Una revolución. Un marco teórico, una perspectiva para leer Argentina y el mundo desde la Justicia. Además, no menor, me dio comunidad y algunos/as del mundo Nino son quienes son parte esencial de mi vida. "
"Federico Orlando","Asomarse al océano Nino, produce algo similar a leer el Ulises de Joyce o a cualquier texto d RCe Faulkner. Uno comienza a oscuras, sabiendo que esa poca luz con la que uno cuenta nos da la pauta no tanto lo de que creemos saber, sino de todo lo que ignoramos pero que está ahí, acechándonos. Pero si uno se esfuerza, en algún momento algo sucede, un acontecimiento. Y entonces las piezas encajan, y todo tiene un lugar –el suyo-, un espacio –el que corresponde- y un sonido –único-. Y nada de lo que creíamos acerca del derecho vuelve a ser igual."
"Horacio Madkur","Carlos Nino, quien con su enorme generosidad me regaló una conversación y un debate eterno."
"Diego Hernán Armesto","Debo confesar que no lo conocí personalmente. Lo fui conociendo a través de sus libros y sus discípulos. Digo docente eterno porque sus escritos siguen enseñando. Uno los lee y termina con más preguntas que al empezar, y con la necesidad de ir a buscar el libro siguiente. Por Nino llegué a Bruce Ackerman, a William Blackstone, a Robert Alexy, a Owen Fiss, a Ronald Dworkin, a Jürgen Habermas entre otros. Alguien se preguntará ¿por qué hizo falta Nino para llegar a ellos?, la respuesta es sencilla: los que no venimos de una familia de abogados ni de juristas, los que empezamos a recorrer la profesión y la docencia sin esa herencia, encontramos en Carlos Santiago Nino una puerta de entrada al derecho. De todos sus libros, el que más me marcó en la vida profesional es Un país al margen de la ley. Ahí está descripto el sentir de muchos amigos y colegas: los modos y las formas en que fue evolucionando la vida política argentina, y el desencanto que eso produce hoy en los sectores republicanos y democráticos. Su obra, es una invitación a recuperar y luchar por la institucionalidad, y a militarla con el espíritu patriótico, y hasta heroico, que Nino puso en su trabajo. Es el modo de no perder los principios que hicieron nuestra construcción política."
"Martín Sigal","Conocí el universo Nino, a poco de recibido, en una maestría concebida por él y llevada a cabo por sus colegas y discípulos. De inmediato fue evidente que algo especial estaba ocurriendo: se trataba de un momentum, una energía intensa en movimiento, desbordante y contagiosa. Seminarios, textos que circulaban, anécdotas que se repetían una y otra vez, un compromiso compartido por desarrollar un proyecto académico ambicioso, docentes inspirando a quien quisiera escuchar. Todo referenciado en Carlos Nino. Me resultó emocionante ver la responsabilidad con que se vivía la necesidad de honrar el legado, de continuar con la obra, sostenerla, ampliarla, transmitirla a las siguientes generaciones. En ese contexto conocí sus libros e ideas. Comencé a leer sus argumentos y a dialogar con ellos mientras los leía, a disfrutar cómo todo se articulaba con razones y sin dogmatismos. Esas lecturas fueron reveladoras. En especial, la conexión entre derecho, moral y política, que me abría campos de conversación inexplorados hasta entonces. No me había cruzado con esa perspectiva en la facultad, que transité sin guías ni referencias claras, ni había encontrado nada parecido en los manuales y tratados que allí utilizaba para estudiar —lo cual me hacía sentir que me faltaba una pieza importante en el rompecabezas—. Fue un despertar y una guía hacia una mirada del derecho que me resultó atractiva de entrada. A esto se sumaba el gusto de asistir a clases con sus colegas y discípulos directos, quienes además de los temas de rigor siempre encontraban ocasión para contar anécdotas en las que Nino era protagonista, ya sea por cuestiones vinculadas a su destacado rol de intelectual publico o por rasgos peculiares de su personalidad. En todo los casos quedaba claro el enorme afecto, respeto y agradecimiento con que todos lo recordaban. Con todo esto ya tenía mucho para estar agradecido, pero había más. En ese mismo tiempo, tuve la suerte de compartir con un grupo de impetuosos colegas, bajo el mismo influjo, el desafío de explorar cómo ejercer el derecho bajo la partitura nineana: incidir en su interpretación blandiendo argumentos, para transformarlo; abordar situaciones injustas y naturalizadas mediante casos judiciales complejos que desafiaran el estado de cosas. Esto requería largas discusiones sobre teoría de la democracia, filosofía moral, ética profesional, diseños institucionales e igualdad, con derivas hacia temas de enseñanza del derecho o litigio estrategico, entre muchos otros temas. Impregnados de lo que habíamos estudiado y escuchado en esas aulas y pasillos, animados y habilitados por Martín Böhmer, nos lanzábamos con júbilo a ejercer una práctica deliberativa constante que cambiaría nuestras vidas profesionales para siempre."
"Mariano Valentini","¿Quién leyó a Nino alguna vez? Esta es una de las primeras preguntas con las que abro mi curso de CPO en nuestra querida Facultad de Derecho de la Universidad de Buenos Aires. ¿Saben quién fue Carlos Santiago Nino? ¿Conocen su trayectoria? Más o menos siempre las mismas palabras, cada primera clase, de cada curso, de cada cuatrimestre. Acto seguido, hago un pequeño repaso del personaje: sus ideas de vanguardia, sus libros, el Juicio a las Juntas, su liderazgo en el Consejo para la Consolidación de la Democracia, sus discípulos/as, su confianza en la razón y en el debate público y su inquebrantable compromiso con la democracia liberal, deliberativa, igualitaria y republicana. La presentación suele durar unos minutos. Durante ese tiempo, siento como si lo hubiese conocido, como si hubiese tenido la suerte de cursar con él, de conversar con él, de admirarlo en tiempo real. No fue así, yo leí a Nino, supe quién fue y conocí su trayectoria gracias a muchas de las personas que él formó, que tuvieron y tienen la enorme generosidad de seguir pensando y discutiendo con su legado e involucrando en esos espacios a quienes llegamos luego. A través de quienes mantienen vivas sus ideas y sus prácticas se conoce a Nino, se aprende a discutir con razones, a tomarse en serio las ideas ajenas, a analizarlas a su mejor luz, a empatizar, a esforzarse al argumentar, a buscar consensos y a realizarse participando de una discusión. En los tiempos que corren, reivindicar y practicar algo de todo eso, vale muchísimo la pena. Nino se volvió contracultural y para quienes nos formamos en sus ideas, cada vez más, Nino aparece como una bandera, como una brújula que nos ayuda a no perdernos y a tener bien en claro el país y la sociedad que queremos ayudar a construir. Felizmente, cada vez son más las chicas y los chicos que levantan la mano. Felizmente, el legado de Nino sigue creciendo."
"Sebastián Guidi","El primer texto de derecho que leí en el CBC fue una fotocopia de un capítulo de Introducción al análisis del derecho (más precisamente, el capítulo 2). Quedé fascinado, rompí el chanchito y compré el libro. Debí haberlo leído en dos días. Un par de semanas después, en la feria del libro, pude hacerme de una edición vieja de Juicio al mal absoluto por ocho pesos de entonces. También lo devoré. Apenas empecé la carrera me inscribí para rendir libre Derecho Constitucional en la cátedra de Roberto Gargarella, que incluía Fundamentos del derecho constitucional entre la inabarcable bibliografía. Lo leí con fruición mientras hacía cola para entregar papeles en tribunales o en las combis que iban a los tribunales de Quilmes. Logré colarlo en una respuesta del examen, suponiendo que sería importante, aunque no logré impresionar a nadie de la mesa examinadora. Precisamente por lo temprano del descubrimiento, no terminaba de apreciar la excepcionalidad de Nino en el derecho argentino. Eso recién pasaría algunos años después: ya recibido, a los veintipocos y trabajando en un estudio jurídico, lo mencioné en un almuerzo en la oficina por algún motivo. Uno de los socios (un abogado conservador muy inteligente, libertario desde antes que fuera moda, que había estudiado en la Universidad Católica en los ochenta) se rio: ""¡el famoso doctor Nino! Nunca supe nada del doctor Nino. Sólo sé que tenía un profesor en la UCA que le echaba la culpa de todos los males del país al doctor Nino"". Con el maniqueismo de mi juventud, finalmente supe que algo bien habría hecho."
"Marcela Rodríguez","Ingresé a la Facultad de Derecho de la UBA en 1983, todavía en dictadura, en un régimen que se llamaba “la Escuelita”. Tuve que cursar la primera materia, Derecho Político, en la cátedra de Alberto Rodríguez Varela, ministro de Justicia de Videla. Un año después tuve la suerte de entrar en un curso de Derecho Penal conocido como “el Tridimensional”, creado por Luis Moreno Ocampo, que tenía, además, una serie de seminarios satélites con docentes espectaculares. Uno de ellos —que años más tarde se convertiría en el seminario de los viernes— era el de Carlos Nino. No había vacantes. Pero yo sabía que Nino estaba interesado en las acciones afirmativas, así que le mentí para poder entrar. Me atribuí un conocimiento y un interés por el tema que, siendo honesta, no tenía en absoluto. Nino jamás habría imaginado que un/a estudiante pudiera mentirle. Justicia poética: años después, y en buena medida gracias al camino que él me abrió, terminé trabajando para que las acciones afirmativas tuvieran consagración constitucional. Trabajé con Nino en el Consejo para la Consolidación de la Democracia y en el Centro de Estudios Institucionales, en ese grupo que llamaban los “Nino Boys” —a nadie parecía preocuparle demasiado la falta de inclusión por el hecho de que yo fuera mujer—. Fue una de las experiencias más importantes de mi vida y, además, me regaló algunos de los vínculos más entrañables que conservo. Carlos Nino atravesó mi vida en más de un sentido. Por supuesto, están sus obras, sus trabajos sobre teoría constitucional, derechos humanos y democracia, que son ampliamente conocidos y difundidos. Pero, sobre todo, fue un maestro. Con él aprendí a argumentar, a debatir, a justificar mis ideas y, también, a no tenerle miedo a pensar en voz alta. Para Nino, todo pensamiento era valioso, aunque a veces hubiera que exprimir una piedra para encontrarlo. Ponía en nuestra formación el mismo compromiso y la misma pasión que ponía en sus aportes a la consolidación de la democracia. Con ese enorme compromiso —y con una pasión tan grande como para arriesgar su propia salud— se dedicó a aquello que en los años ochenta llamábamos, casi sin saber muy bien cómo nombrarlo, “la cosa pública”. Más tarde se hablaría de su papel como intelectual público. Creía que siempre había lugar para el cambio, para mejorar, para hacer algo por la democracia. Para mí, esa manera de entender la vida pública dejó una huella indeleble. Solo puedo dar gracias infinitas por lo que pude compartir y extrañarlo."
"Ramiro Álvarez Ugarte","Creo que la primera vez que me crucé con Nino fue ya afuera de la Facultad, en las oficinas de Córdoba y Esmeralda de la Asociación por los Derechos Civiles, una organización *nineana*, fundada por amigos y colegas cercanos a él, dirigida ---en ese entonces--- por uno de sus discípulos. Allí coincidí, durante un tiempo, con uno de sus hijos (hola Mariano). Que Nino estaba de mil maneras en esas oficinas lo descubrí al poco tiempo, justo antes del fin de mi primera estadía, a punto de partir a estudiar al exterior, cuando compré ---creo que en la Feria del Libro--- ""La Constitución de la Democracia Deliberativa"" de Editorial Gedisa. El libro me impactó fuertemente, me llevó a elecciones de clases y seminarios que ---sin él--- no hubiera hecho (uno con Jerry Cohen sobre Rawls / contra Rawls y su justificación de la desigualdad). De esa primera experiencia académica de alta intensidad nació un interés académico más profundo, que eventualmente terminó en un doctorado. Y fue un bosquejo incipiente de proyecto de tesis doctoral presentado en el XIV Coloquio Nino en SADAF en 2018, lo que terminó de definir a CSN como una presencia ineludible en mi vida. Porque era mi primer trabajo más o menos serio, y lo pude presentar en un espacio de enorme generosidad, dónde recibí comentarios constructivos (a veces hay que demoler para construir), estímulo para seguir, en el espíritu que tantos otros que han conocido a Nino de primera mano han invocado ---aquí--- como una de sus virtudes. Pero ese Coloquio mereció un recuerdo especial por cumplirse 25 años de su temprana muerte. De ese momento recuerdo el cariño de sus discípulos, cierto silencio, y algunas de sus lágrimas. Sentí que había ahí algo parecido a una tradición y una comunidad de búsqueda de la que me sentí, desde entonces y para siempre, parte."
"Gustavo Sánchez Mariño","En 1999 comencé mi curso de doctorado con la clase de Roberto Gargarella. Al pasar al primer recreo me le acerqué y le pedí que fuera mi tutor de tesis, a lo que accedió de inmediato. Me había atrapado su exposición sobre el rol del poder judicial en un sistema democŕatico, mencionando la obra de Carlos Santiago Nino. Gracias a Roberto pude adentrarme en temas tan entrañables como la democracia deliberativa y, sobre todo, las razones morales que deben subyacer a toda decisión judicial. Yo venía del positivismo más crudo y Nino simplemente me abrió los ojos a tales enfoques jusfilosoficos. ""El derecho es el conjunto de razones morales que justifican el uso de la fuerza"" leí después en Dworkin, a quien llegué también a admirar en esa línea de pensamiento. Agradeceré siempre a Gargarella ese acercamiento al pensador más brillante de nuestra tradición jurídica, la que me guía siempre en mi tarea judicial. Ningún homenaje a Nino es suficiente, siempre debemos recordarlo y volver a él."
"Juan A. Cruz Parcero","No tuve la fortuna de conocer en persona a Carlos Nino. Lo primero que leí suyo fue Consideraciones sobre la dogmática jurídica (UNAM, México, 1989), fue para mi una lectura crucial en una etapa de estudiante en que ya no tenía muchos ánimos de seguir estudiando derecho. Comencé a leer lo que encontraba de él, que no era mucho en aquellos momentos. Antes de interesarme por la filosofía del derecho algunos de sus trabajos ya me habían resultado fascinantes y despertaron seguramente mi interés por la buena teoría del derecho. Mi preocupación e interés por los derechos humanos me llevaron a su Ética y derechos humanos (Ariel, 1989), una obra fundamental en el que sigo encontrando algo nuevo cada vez que vuelvo a ella, y suelo volver. Siempre he admirado la profundidad, la claridad y el dominio de diversas áreas de la filosofía y del derecho, pero más allá de eso he admirado la valentía con que vivió una vida de compromiso con la justicia, los derechos y la democracia en una etapa donde lo sencillo no era precisamente adquirir tales compromisos. He conocido a muchos que fueron sus discípulos, he escuchado historias, anécdotas y pienso que conociéndolos a ellos y ellas lo puedo conocer un poco más. Celebro por ello este homenaje que lo acerca más a quienes no fuimos tan afortunados. "
"Ricardo Porto","No fui amigo de Carlos Nino; lamentablemente. Al menos tuve el honor de compartir algunas tareas con él, cuando presidía el Consejo para la Consolidación de la Democracia y yo era Subsecretario de Comunicación Social de Alfonsín. Una de ellas fue el Proyecto de Ley de Radiodifusión que elaboró ese Consejo. Fue un verdadero privilegio participar de aquellas reuniones junto al Maestro Carlos Nino y sus discípulos. Aún recuerdo su profundidad, su inteligencia y su enorme generosidad."
"Demián Zayat","Nino fue para mi, comenzar a entender el derecho y no solo repetirlo. Fundamentos de Derecho Constitucional me hizo ver que era posible aprender derecho sin tener que memorizar números de artículos. Como ya sospechaba, eso no era relevante. Luego, al dar clases, La Constitución de la Democracia Deliberativa me mostró algo nuevo con cada lectura, y me fue atrapando en la complejidad y coherencia de su teoría. La autonomía, dignidad e inviolabilidad de Ética y derechos humanos; la validez del derecho (en general) y de las normas de facto en particular; la aparente irrelevancia de la Constitución; Bazterrica y la tenencia de estupefacientes para uso personal; Portillo y la Justicia a la conciencia, son los cimientos de una catedral que seguimos construyendo. Y hoy, dentro de ella, los discípulos y las siguientes generaciones, mantienen abiertas de par en par las puertas para todes les que disfrutamos de debatir ideas, prácticas y principios morales."
"Javier Couso","Sin haber tenido la oportunidad de haber conocido a Carlos Nino (aunque tuve la suerte, en mis estudios de doctorado, de encontrarme con sus escritos sobre democracia deliberativa y anomia legal en la Argentina), el haber conocido y forjado amistad con tantos de los juristas que formó es de las experiencias más estimulantes que he vivido como académico. La profundidad, compromiso con el derecho democrático, y el rigor de mis colegas que estudiaron con él ha sido siempre una inspiración para mí, algo que se torna especialmente importante en tiempos tan difíciles para la democracia y el constitucionalismo."
"Giuseppe Martinico","Nunca tuve el privilegio de conocer a Carlos Nino, pero estudié su pensamiento cuando cursaba Derecho en Pisa. También en Italia —como, por lo demás, en muchos otros lugares— el pensamiento de Carlos Nino constituye uno de los pilares de la formación de todo jurista. Años más tarde, los testimonios de sus discípulos y de quienes habían trabajado con él me llevaron a volver a aquellas páginas fundamentales, dedicadas a temas e intuiciones muy diversos. En una época de profunda crisis del derecho y de la política, resulta necesario regresar a sus reflexiones sobre la relación entre el derecho y la moral, para evitar que el derecho quede reducido a un mero instrumento del poder. En este sentido, para mí, como para muchos otros, Carlos Nino ha sido un referente silencioso, pero imprescindible, para comprender el papel del derecho constitucional en los sistemas democráticos"
"Jorge Barraguirre","Pasado el mediodía, Carlos Nino baja de su oficina en el segundo piso. Daba a Oro, la recuerdo con unas ventanas amplias, a su espalda cuelga un cuadro de Mariano Moreno. Es la hora del almuerzo. Martín junta los pedidos y el dinero para ir al restaurante de la esquina. Me dicen que hoy está de moda. Nos juntamos a almorzar, en realidad, a compartir nuestros distintos puntos de vista sobre la investigación que hacemos sobre el presidencialismo argentino. Nino se sienta en una de las cabeceras y empieza a comer su sandwich. Y no para: y pregunta, y conversa, y cuestiona, y aprueba, y sugiere. Con todos al mismo tiempo. Casi sin respiro. Es el momento deliberativo por excelencia, su marca personal. Teoría y  práctica: se vive como se juega. Un monumento colectivo que guardo en la memoria."
